"file","date","NDVI","NDVI_min","NDVI_max"
"182_bottom.jpg","26Oct18",0.134821105503805,-0.178217821782178,0.471698113207547
"182_top.jpg","26Oct18",-0.0260464320313513,-0.205633802816901,0.402985074626866
"183_bottom.jpg","26Oct18",0.109835711055519,-0.164383561643836,0.340659340659341
"183_top.jpg","26Oct18",0.136901385945267,-0.244122965641953,0.377777777777778
"184_bottom.jpg","26Oct18",0.124582065808607,-0.157894736842105,0.339449541284404
"184_top.jpg","26Oct18",0.089451519863056,-0.258566978193146,0.384615384615385
"185_bottom.jpg","26Oct18",0.17271222808985,-0.175903614457831,0.435897435897436
"185_top.jpg","26Oct18",0.00452178499443169,-0.234042553191489,0.384615384615385
"186_bottom.jpg","26Oct18",0.155050695622859,-0.125541125541125,0.433962264150943
"186_top.jpg","26Oct18",0.178250273581807,-0.12039312039312,0.384615384615385
"187_bottom.jpg","26Oct18",0.163128376838615,-0.198380566801619,0.563636363636364
"187_top.jpg","26Oct18",0.112835001558216,-0.119565217391304,0.365079365079365
"188_bottom.jpg","26Oct18",0.163357741076549,-0.161904761904762,0.439252336448598
"188_top.jpg","26Oct18",0.0707343226290959,-0.238095238095238,0.393939393939394
"189_bottom.jpg","26Oct18",0.164406740853846,-0.146953405017921,0.518072289156627
"189_top.jpg","26Oct18",0.00644157795913563,-0.192771084337349,0.28125
"190_bottom.jpg","26Oct18",0.211410631882005,-0.0884353741496599,0.474747474747475
"190_top.jpg","26Oct18",0.0954343862018921,-0.199255121042831,0.515151515151515
"191_bottom.jpg","26Oct18",0.161067556166314,-0.0598290598290598,0.452991452991453
"191_top.jpg","26Oct18",0.128570472889137,-0.26984126984127,0.468531468531468
"192_bottom.jpg","26Oct18",0.170010524816683,-0.408,0.508771929824561
"192_top.jpg","26Oct18",0.0513870806528385,-0.213930348258706,0.311827956989247
"193_bottom.jpg","26Oct18",0.134116659820821,-0.296875,0.466666666666667
"193_top.jpg","26Oct18",0.182734740699318,-0.294871794871795,0.573333333333333
"194_bottom.jpg","26Oct18",0.170373807728452,-0.164319248826291,0.475862068965517
"194_top.jpg","26Oct18",0.094621149170863,-0.14572864321608,0.505154639175258
"195_bottom.jpg","26Oct18",0.22236847261063,-0.256198347107438,0.60655737704918
"195_top.jpg","26Oct18",0.186662823127365,-0.181262729124236,0.565891472868217
"196_bottom.jpg","26Oct18",0.261065044087119,-0.198443579766537,0.684210526315789
"196_top.jpg","26Oct18",0.00242870453204779,-0.254901960784314,0.684210526315789
"197_bottom.jpg","26Oct18",0.144606366464066,-0.186602870813397,0.590909090909091
"197_top.jpg","26Oct18",0.0421130068027732,-0.173469387755102,0.492063492063492
"198_bottom.jpg","26Oct18",0.141695766084551,-0.116751269035533,0.372549019607843
"198_top.jpg","26Oct18",0.180157502373642,-0.279236276849642,0.517730496453901
"199_bottom.jpg","26Oct18",0.139158113560329,-0.161290322580645,0.494736842105263
"199_top.jpg","26Oct18",0.151384489250309,-0.27027027027027,0.421052631578947
"200_bottom.jpg","26Oct18",0.13334665043986,-0.283783783783784,0.48936170212766
"200_top.jpg","26Oct18",0.121849844012414,-0.223744292237443,0.76
"201_bottom.jpg","26Oct18",0.155056100312364,-0.328947368421053,0.50920245398773
"201_top.jpg","26Oct18",0.117396180697953,-0.443478260869565,0.772357723577236
"202_bottom.jpg","26Oct18",0.192747556562478,-0.258883248730965,0.701492537313433
"202_top.jpg","26Oct18",0.0565944980394465,-0.203166226912929,0.364485981308411
